text,author
"My dress it was an easy matter to copy; my gait and general manner were, without difficulty, appropriated; in spite of his constitutional defect, even my voice did not escape him.",0
"After each short and inevitable sleep I seemed older, whilst my friend aged with a rapidity almost shocking.",1
"The house was readily found; for there were still many persons gazing up at the closed shutters, with an objectless curiosity, from the opposite side of the way.",0
"Leaving doors No. and No. open as well as the drawer, and door No. I, the exhibiter now goes round to the back of the main compartment, and, unlocking another door there, displays clearly all the interior of the main compartment, by introducing a candle behind it and within it.",0
The following morning Lord Raymond visited me early.,2
I was answered through the stillness of night by a loud and fiendish laugh.,2
"No one, however, had been using the telescope at that instant.",1
"Nevertheless, that he failed in the solution of this mystery, is by no means that matter for wonder which he supposes it; for, in truth, our friend the Prefect is somewhat too cunning to be profound.",0
"His greatest disciples were one Neuclid, and one Cant.",0
"He was then seemingly dead; but he sat nearly erect within his coffin, the lid of which, in his furious struggles, he had partially uplifted.",0
"""I let myself down to the ledge, and found that it was impossible to retain a seat upon it except in one particular position.",0
"He had bought it, he said, with danger, and paid for it with toil.",2
"Sometimes I endeavoured to gain from Frankenstein the particulars of his creature's formation, but on this point he was impenetrable.",2
I could scarcely get rid of it for an instant.,0
"Insatiate thirst for knowledge, and boundless affection for Adrian, combined to keep both my heart and understanding occupied, and I was consequently happy.",2
"""No what?"" said his majesty ""come, sir, strip"" ""Strip, indeed very pretty i' faith no, sir, I shall not strip.",0
"If he dies with me it is well, and there will be an end of two miserable beings; and if he will not, then will I scoff at his friendship and drink the poison before him to shame his cowardice.",2
There are two bodies the rudimental and the complete; corresponding with the two conditions of the worm and the butterfly.,0
When Dr. Davis left Birch that night he had taken a lantern and gone to the old receiving tomb.,1
The usual one of imports was entirely cut off.,2
His person was short but remarkably erect and his voice the sweetest I had ever heard.,2
"Monsieur Dumas, and his worthy coadjutor Monsieur Etienne, have pronounced that they were inflicted by some obtuse instrument; and so far these gentlemen are very correct.",0
"Yes, I am happy, most happy, that I can weep thus for imaginary sorrows, and that the slight loss of my adored country is not dwindled and annihilated in mightier misery.",2
"Here the galley paused not at all, but floated easily in the blue of the sky among fleecy clouds tinted with rose.",1
"At first worshipped with dark rites by the prairie dogs, who saw in it a deity sent from the upper world, it afterward fell into dire neglect as the race of simple, artless burrowers succumbed before the onslaught of the conquering Aryan.",1
"Spirits of Good, behold the tears of my earnest prayer Bless my child Protect her from the selfish among her fellow creatures: protect her from the agonies of passion, and the despair of disappointment Peace, Hope and Love be thy guardians, oh, thou soul of my soul: thou in whom I breathe ""I dare not read my letter over for I have no time to write another, and yet I fear that some expressions in it might displease me.",2
